name,website,email,phone,address,mission_statement,year_founded,popu_served,twitter,facebook,linkedin,instagram,programs,county
"Adoption Options, Inc",http://www.adoption-options.com,[email protected],3036951601,"1355 S. Colorado Blvd., Suite 501, Denver, CO, 80222","Adoption Options is an inclusive non-profit adoption agency dedicated to enriching the lives of children, youth and families.  We provide education, placement services, counseling and support for all members of the adoption community.
",1981,All Populations,,,,,"Infant adoption, designated adoption, foster to adopt (flexible families), Fresh Beginnings (second chance adoptions), custody evaluations, relinquishment counseling, abbreviated home studies, and training and education.
",Denver
AdvocacyDenver,http://www.advocacydenver.org,[email protected],303-831-7733,"950 S Cherry St Suite 1100, Denver, CO, 80246","AdvocacyDenver promotes and protects the human rights of people with disabilities and actively supports their full inclusion and participation in the community throughout their lifetimes.
",1954,People Living With Disabilities,,https://www.facebook.com/advocacydenverco/,,,"AdvocacyDenver is a civil rights advocacy organization serving children and youth with disabilities and adults with intellectual and developmental disabilities and their families. AdvocacyDenver provides individual, legal, and policy advocacy in Denver county.
",Denver
Advocates for Children CASA,http://www.adv4children.org,[email protected],303.328.2353,"16965 Pine Lane #120, Parker, CO, 80134","Speaking up for abused and neglected children through Court Appointed Special Advocates, CASA volunteers.
",1985,Children and Youth,,,,,"Dependency & Neglect CASAs, Truancy CASAs, Tutoring, Legacy Project Mentoring, Juvenile Delinquency CASAs
",Douglas
AfterHours Denver,https://afterhoursdenver.org,[email protected],(720) 414-0424,"1550 Larimer St, Suite 477, Denver, CO, 80202","We provide essential resources to those experiencing homelessness and poverty, while also offering community to the spiritually independent.
",2008,"All Populations, People Experiencing Homelessness, Low Income, Urban",,https://www.facebook.com/AfterHoursDenver,,https://www.instagram.com/afterhoursdenver,"We make and serve sack lunches everyday to those experiencing homelessness and poverty. We also run two annual free markets in Civic Center Park and Liberty Park where homeless and impoverished individuals can gather essential supplies. These two events are called Thankful for Long Johns and Christmas in the Park. They take place on Thanksgiving Day and Christmas Day. In addition, we create spaces in public places where the spiritually independent can build community.
",Denver
Aims Community College Foundation,https://www.aims.edu/foundation,[email protected],9703396556,"5401 W. 20th Street, Greeley, CO, 80634","To support the goals and objectives of Aims Community College by providing supplemental resources to ensure student success.
",1979,All Populations,,,,,"Scholarship development
Endowments
Program support
",Weld
Alameda Connects ,https://alamedaconnects.org/,[email protected],3032741807,"393 S. Harlan St., 210B, Lakewood, CO, 80226","We Foster Opportunity and Prosperity by Cultivating Connections Through the Celebration of our Vibrant Community
",1997,All Populations,https://twitter.com/AlamedaGateway,https://www.facebook.com/AlamedaConnects/,,https://www.instagram.com/alamedagateway/,"Arts, Street Beautification, Community development, economic development, safety
106,Shout Inc.,http://www.shouteffect.org,[email protected],720-987-3222,"1001 Pontiac Street, Denver, CO, 80220","Our mission at Shout is to change school culture by ""normalizing"" differences, reduce bullying, and build understanding around the challenges experienced by differently-abled students.
",1916,Children and Youth,,,,,"We currently have 23 Sammy's Buddy Programs in Colorado and Utah
",Denver
107,Silver Creek Organization for the Performing Arts,https://www.scopanews.org/,[email protected],720-940-8724,"4901 Nelson Road, Longmont, CO, 80503","To aid and encourage excellence in Silver Creek High School students in Longmont, Colorado, interested in the Performing Arts.  This includes but is not limited to Choir, Band, Orchestra, Drama/Musical Theatre, Debate/Forensics, and Music and Video Technology.
",2006,Children and Youth,,https://www.facebook.com/groups/273654993006685,,,"Fundraising, grants, scholarships and promotional activities
",Boulder
108,Sister Carmen Community Center,http://www.sistercarmen.org,[email protected],303-665-4342,"655 ASPEN RIDGE DR, Lafayette, CO, 80026","The mission of the Sister Carmen Community Center is to provide assistance to residents of East Boulder County who are in need, without discrimination.
",1976,All Populations,,,,,"Nutrition and Healthy Living
Individual and Family Advocacy
Family and Community Education
",Boulder
109,Sisters of St. Francis,http://www.FranciscanWay.org,[email protected],303-458-6270,"5314 Columbine Rd., Denver, CO, 80221","Awake to the transforming love of God throughout creation, we compassionately serve all as sister and brother by our contemplation, presence, forgiveness, hope, and joy.
",1939,All Populations,,,,,"Spirituality, prayer, education, social and pastoral services
",Denver
110,Smart Fit Girls,https://smartfitgirls.org/,[email protected],916-300-0307,"1965 Raven View Rd., Fort Collins, CO, 80521","The mission of SFG is to empower middle school girls to support one another and themselves in their pursuit of strength, both in body and mind. We do this using an evidence based program that involves lessons designed to foster self-love and activities that show the girls what they can do when their bodies are strong. We envision a world where girls love all of who they are (inside and out) because we know that all girls are inherently strong, worthy and capable of greatness.
",2015,"Children and Youth, Women and Girls",,https://www.facebook.com/Smart-Fit-Girls-862017540544166/,https://www.linkedin.com/company/smart-fit-girls,https://www.instagram.com/smartfitgirls/,"After-school program for middle school girls
In-school alternative PE program for middle school girls
1 week summer camp for middle school girls
Virtual/Online program for middle school girls
",Larimer
111,SOAR - Seeing Our Adolescents Rise,https://www.soarcolorado.org,[email protected],7206757761,"PO Box 461496, Aurora, CO, 80015","To encourage young adults to invest in their future, helping them to become responsible and motivated advocates for their life.
",2012,"African-American, Asian-American, Children and Youth, Families, Immigrants, Latino/Hispanic, Low Income, Men and Boys, Rural, Urban, Women and Girls",https://mobile.twitter.com/SOARCOLORADO,https://m.facebook.com/soarcolorado/,https://www.linkedin.com/mwlite/company/soar---seeing-our-adolescents-rise,https://instagram.com/soarcolorado?utm_source=ig_profile_share&igshid=cd21mr07t1dg,"The SOAR program encompasses three levels of commitment to help youth be successful in their future. 
Participation in Reflective Wellness therapy allows our youth to delve deeper into issues and concerns they are having personally and socially. Offering the youth and families we work with several modes of therapy to meet the mental health and emotional needs.  This includes individual, family, group, equine, canine, EMDR, DBT, Trauma-focused, and substance abuse therapies, along with mindfulness techniques.
Connecting youth with an advisor who acts as a mentor, tutor or connection to necessary resources assists in growing confidence while building a pathway toward future endeavors, goals, and positive outcomes.  Focusing on youths’ educational needs in order to streamline their current goals in school with their future goals as they mature.  We focus on college preparation, job-shadowing and life skills education. 
Tutoring efforts meet our youth where they are currently at with their educational needs. We act as a liaison between the youth and the school, connecting and collaborating with school professionals who can positively impact the youth's needs during school hours. This allows us to bridge the gap between what is happening at school and how we can effectively work with them outside of the school setting.
Engagement in the community helps broaden a youth’s prospective on life, and more specifically their life. Linking youth to pro social activities creates a hands-on learning environment that promotes advancement, inquisition, desire, and hope.  Within these concepts, youth are also developing life skills and preparation for their future.
The combination of these services helps provide our youth with a well-rounded team focused on their success with the utilization of a strength-based, holistic approach.
",Arapahoe
112,Social Venture Partners Boulder County,http://www.socialventurepartners.org/boulder-county/,[email protected],3038400165,"3701 Arapahoe Avenue #C117, Boulder, CO, 80303","The mission of Social Venture Partners Boulder County (SVP) is to harness the collective power of nonprofits and philanthropic changemakers to accelerate community impact
",2012,All Populations,,,,,"Catapult- investments of pro-bono consulting, coaching and supporting cash grants
Execs Evolve - executive coaching for nonprofit directors
Invested Leaders - facilitated peer-learning for nonprofit directors
Boards with Brains - governance workshops for Board members
Partners - connection-building, education and engagement for philanthropic changemakers
",Boulder
113,Social Venture Partners Denver,https://svpdenver.org/,[email protected],(720) 855-0501,"789 N. Sherman Street #250, Denver, CO, 80203","SVP Denver cultivates effective philanthropists, impact driven funders and skilled volunteers to strengthen social impact organizations, and invest in collaborative solutions – building a powerful ecosystem to tackle our communities' social challenges.
We connect those who want to open their networks and give their time and money to give all residents in our city, regardless of income, race or socio-economic status the ability to meet their basic needs and access opportunities to improve the quality of their lives and participate in an equitable, inclusive economy.
",2002,All Populations,https://twitter.com/SVPDENVER,https://www.facebook.com/SVPDenverhttps://www.facebook.com/SVPDenver,https://www.linkedin.com/company/social-venture-partners-denver,,"Engaged philanthropy
Capacity building for nonprofits
Impact investing
Pro-bono consulting
",Denver
114,"Society of Economic Geologists, Inc.",http://www.segweb.org,,720-981-7882,"7811 Shaffer Parkway, Littleton, CO, 80127","To advance the science of geology and its application to mining and other industries; to disseminate knowledge concerning such application; to advance the status of the profession of geology; and to protect and
",1920,,,,,,,Jefferson
115,"Society of St Vincent de Paul, Denver Metro Council",http://www.svdpden.org,[email protected],303-960-9163,"558 Castle Pines Parkway, Unit B-4 #107, Castle Rock, CO, 80108","A network of friends, inspired by Gospel values, growing in holiness and building a more just world through personal relationships with and service to people in need.
",1878,All Populations,,,,,"We provide utility and rental assistance, food and clothing, ARC store gift cards, motel vouchers, gas cards, loan assistance, legal assistance.
",Douglas
116,Sock it To Em Sock Campaign,http://www.sockittoemsockcampaign.org,[email protected],303-929-0556,"7150 Townsend Dr, Littleton, CO, 80130","To provide new socks to men, women and children who are experiencing homelessness and/or are in need.
",2012,"Children and Youth, People Experiencing Homelessness, Low Income",https://twitter.com/SockItCampaign,https://www.facebook.com/sockcampaign/,,,"Sock Ambassador Volunteer Program
No Socks Sundays (First Sunday in December)
Mayoral Support Proclaiming Sock It To Em Work Day (Second Wednesday in December)
Schools: Sock It To Em Sock-Tober, Toasty-Toes, Crazy Sock Days and Sock Drives
Sock It Out between Denver Police and Denver Sheriffs month of December
Socks and Sandwiches
Cops, Socks and Sandwiches
Sock Drawers in Title One Schools
Socks for Cleats for Kids Program with Denver Bronco Alumni
",Douglas
117,"Soul Dogs, Inc",http://www.soul-dogs-inc.org,[email protected],3034849361,"5005 west 81st place Suite 200, Westminster, CO, 80031","1) Soul Dogs Inc. provides experienced and individualized
services to customers healing from soul pain with the
support of an experienced, trauma-specific therapist
and trained service/emotional support/therapy/
assistance dog.
2) Soul Dogs, Inc. provides wrap around services on a daily
basis. Supported community connections and specialized
day habilitation is offered four days a week. Behavior
therapists and behavior line staff offer additional support.
In this way, both consumers and the dogs will be assured of
safety and support.
3) Soul Dogs, Inc. assists customers who wish to work in
animal services.
",2019,"Animals, People Living With Disabilities, Families, Other",,http://www.facebook.com/souldogsinc,,http://www.instagram.com/soul-dogs-inc,"Soul Dogs, Inc. Programs
Soul Dogs, Inc. is a collaborative experience between clinical therapy for individuals with developmental disabilities/intellectual disabilities/autism with co-existing psychiatric disorders and the service dog/assistance dog/emotional support dog/therapy dog industry.
Program Address: 5005 W 81st Place, Suites 200 and B50, Westminster CO 80031
Description of programs:
BEHAVIOR/MENTAL HEALTH SERVICES (ANIMAL ASSISTED THERAPY UPON REQUEST)
Soul Dogs, Inc. provides individuals on the DD/ID Waiver with behavior therapy and mental health  services to include assessment, consultation, counseling and behavior line staff services. We specialize in treating those who have experienced trauma and who are ready to utilize an emotional support or service animal; this plan is to be added to his/her/their service plan. Many of the services are community based meaning we meeting the individual where he/she/they lives, works or plays to enable and teach the person how to handle stressors of everyday life and live a more, independent and inclusive life with the help of the service animal and support persons. We also have an on site office if the individual we serve prefers to meet in this setting.
All behavior services are funded through the Colorado DD Waiver Services. All therapists are trained in animal-assisted therapy and utilize their dogs who are trained by Soul Dogs, Inc. All therapists receive training in trauma-informed care as well as grief and loss, cognitive behavioral therapy, mental health issues, attachment disorder, etc. Behavior therapy/mental health therapy is typically one hour/week; behavior line services support the behavior plan by providing additional support up to six hours/week at home or in the community.
SPECIALIZED DAY HABILITATION #1: DOG TRAINING
An onsite program three days/week is provided on site so trainers/participants 	may teach the dogs the necessary skills in the specialized day habilitation program. Our goal is for each participant to attain his/her/their maximum functional level or to be supported in a way allowing him/her/them to gain an increased level of self-sufficiency. We believe dogs are a vital piece for these individuals to feel safer and less alone so they may better access the community. 
Services will include assistance with self-care, sensory stimulation and reduction of alarm to sensory stimulation, as well as reinforce skills taught in this program. The dogs will be taught the skills needed to mitigate the symptomology associated with PTSD. For example the dog can interrupt panic attacks, remind the individual to take medication, create a barrier in public if the person feels crowded, and aid in hyper-vigilance by clearing dark rooms and turning on lights, and reducing social anxiety by having a partner in the community that they trust. Participants may choose to become involved in the train-the-trainer program where they will learn to train dogs; at the end of the program they may teach classes to community members under the guidance of Soul Dogs, Inc.’s trainers/staff.
Skills necessary, such as dog training, dog grooming and feeding, veterinary care, CPR/First Aid, etc. will be taught in the on-site specialized day habilitation program to participants in a way they may integrate so they understand the necessity of caring for their animal partner; additionally specialized classes will be taught by local professionals. Our program will only serve up to six individuals and six dogs per session. Our specialized day habilitation program is located  next to a park, a training area, across the street from a strip mall with numerous stores, restaurants, health club, etc. where we may train off-site.
SPECIALIZED DAY HABILITATION #2: SOCIAL PROGRAM
	Saturdays from 3-9pm we offer a social program where individuals may come to work on social skills, relationship skills, and socialization skills. Ongoing activities will be offered to stimulate conversation and engagement. This is part of our day program. Once/month our Saturday will take place off-site in a local venue. ON HOLD DUE TO COVID19.
 SPECIALIZED DAY HABILITATION #3: FAMILY LIFE CENTER
Soul Dogs, Inc. is developing and hopes to implement within the next month a parenting program for parents with intellectual disabilities. The coronavirus has impacted an already ostracized and isolated population. Research (Heifetz, Brown, Chacra et al., 2019; Meppelder, Hodes, Kef & Schuengel, 2015) supports the thesis that parents, especially single mothers with intellectual disabilities are more likely to reduce self-care and care of their children when highly stressed, alone, and confused. We propose a multi-tier program to address the needs of families: 
1) Develop a parent center located at Soul Dogs, Inc. 5005 W 81st Place, Westminster CO 80031 that will provide ongoing support, socialization opportunities, play time for the children while parents are “taking a break” with other adults, and classes in parenting, stress reduction, mindfulness and meditation, social skills and support in accessing services in the Denver area.
2) Provide individual, family, couples and group therapy for parents, to include group therapy, cognitive behavioral therapy, trauma recovery therapy, relationship skill building, problem solving, compromising skills.
3) Provide individual and group therapy for the children including play therapy and classes to better deal with the stressors and confusion of living with I/DD parents.
4) Provide a single moms support group that would include meeting on a weekly basis. It would address challenges of being a single mom and allow single mothers to connect and form a support network. The group members can assist with parenting stress, ways to balance family responsibility, allow the women to talk openly and honestly about their feelings, focus on improving skills to cope with challenges. Formal supports are essential are essential to supporting their mental health as parents (Heifetz, Brown, Chacra et al., 2019; Meppelder, Hodes, Kef & Schuengel, 2015). This group is open, meaning anyone can join at any time. This group will also focus on the challenges of mom’s living with I/DD.
5) Provide ongoing art classes for parents and their children. Children benefit from social-emotional learning that helps them manage their emotions. Art allows children to interact with the world around them, and helps them to create a new avenue for self-expression, and communication. Art is supportive in children’s development (Bentensky, 1973). Art activities include: sculpting, watercolor painting, paint by numbers, playdough modeling, shaving cream marbling and crafts. Not only does art allow for self-expression for children, it also allows the parent to have time to themselves (unless they provide assistance to the child). In order to avoid parenting burn-out, especially during the time of the covid-19 pandemic, the art classes for children will allow parents to “take a break”, and return with a fresh mind, which will hopefully make parenting easier (Kautz, C., Parr, J. and Petrenko, C., 2020).
6) Provide home based support whereby support workers (Behavior Line Staff) visit and support the parents in practicing the skills they learned in classes and are listed on their Behavior Plans, offer a friendly ear, provide “grownup time” for the parent and offer any support needed in caring for their children, and assist them as they combat the loneliness and isolation of being a parent.  This is a vital part of our services and will be provided once we are given the go-ahead to gather in small groups, we will ensure group size meets the requirements of our Governor, the CDC and other public health advisors.
Soul Dogs, Inc. will provide the following to participants in the program to better facilitate engagement and connection:
Bus passes if needed
Night out programs for parents to get together (when feasible) to socialize while Soul Dogs, Inc. provides child care
Art supplies to the families for the art program
*Community members are invited to attend all programs on a donation basis.
SUPPORTED COMMUNITY CONNECTIONS
Supported community connections will be a part of the daily program each day, taking the dog-participant teams into the community to practice skills learned in the onsite program as indicated above. SCC supports the abilities and skills necessary to enable the participant to access typical activities and functions of community life with the support of their animal partner. These activities occur in the community where our participants interact with non-disabled individuals and learn how to ask for help and navigate daily activities of the “typical” population, such as grocery stores, big box stores, restaurants, banks, parks, etc. These activities encourage socialization with the general community and learning how to answer questions about their dogs and the purpose for the dog. It will also enable us, as support persons, to understand what the training needs are to better support the individual. Places may include, but are not limited to: libraries, grocery stores, big box stores, 16th Street Mall, restaurants, public transportation, museums, the airport, local small concerts, street fairs, dog parks, parks, classrooms at the local community college, etc. The goal is to teach skills in the community, retain and improve on skills learned in day habilitation, feel safer and more comfortable in the community, and be a better dog caretaker.
NON-MEDICAL TRANSPORTATION
Soul Dogs, Inc. provides transportation to and from residences to day program and from day program to work as needed 	for those on the HCBS-DD and HCBS-SLS waivers. The service is provided to enable participants to gain access to waiver and other community services, activities and resources as specified by the Service Plan.
PREVOCATIONAL TRAINING
Soul Dogs, Inc. provides vocational services for individuals wishing to work in the animal services industry. Many individuals love animals and wish to work in the animal industry but do not have the skills necessary. Soul Dogs, Inc. prepares participants for paid community employment in the animal services field. Our services include teaching such concepts as compliance, attendance, task completion, problem solving, and safety that are associated with performing compensated work. The animal services field is a competitive field and Soul Dogs, Inc. teaches Dog Walking skills, Dog Grooming Assistant skills, Dog Training Assistant skills, Kennel skills, Doggie Daycare Assistant skills, etc. with certificates of completion the individual may take to a potential employer. We utilize on-line classes moderated by the pre-vocational staff for the educational piece which is completed at our base site.
SUPPORTED EMPLOYMENT
Soul Dogs, Inc. provides job training services for individuals wishing to work in the animal services industry. Many individuals love animals and wish to work in the animal industry but do not have the skills necessary. Soul Dogs, Inc. prepares participants for paid community employment in the animal services field. 
Our services include teaching such concepts as compliance, attendance, task completion, problem solving, and safety that are associated with performing compensated work. The animal services field is a competitive field and Soul Dogs, Inc. teaches Dog Walking skills, Dog Grooming Assistant skills, Dog Training Assistant skills, Kennel skills, Doggie Daycare Assistant skills, etc. with certificates of completion the individual may take to a potential employer. We utilize on-line classes moderated by the job training staff for the educational piece which is completed at our base site. 
Soul Dogs, Inc. is invested in providing intensive, ongoing supports that enable participants, for whom competitive employment at or above the minimum wage is unlikely absent the provision of supports, and who, because of their disabilities, need supports, to perform in a regular work setting.
Soul Dogs, Inc. is focused on animal services; therefore, any individuals we accept want to work in animal services, either as a dog trainer (see train the trainer program), kennel work, pet stores, dog walking, etc. All settings include non-disabled individuals as well with whom Soul Dogs’ participants interact on a daily basis.
Job services include:
preparation for job development,
assisting the participant locate a job or job development on behalf of the participant,
job coaching, supervision and training. Our job coaches will determine with the supervisor how many hours of on-the-job training and/or supervision needed for each individual. The job coaches will accompany the individual to the job sites for as long as the individual needs the support- initially intensive support and then step down to eventually (for some) weekly or monthly support.
Jobs may include:
kennel maintenance/kennel care
assistant to kennel manager
assistant in veterinary clinic
walking dogs for veterinary clinic, humane society, rescues
assistant in doggie day care
customer service in pet store
bather for dog groomer
assistant in a boarding facility
Soul Dogs, Inc. will be opening a kennel and service dog breeding/training program off base within this year and will employ numerous individuals in jobs such as those above.
Soul Dogs, Inc. also will be opening a dog walking service to the community (mobile crews) and a poop-scooping service to the community (mobile crews). These jobs provide group employment opportunities for those who are not interested or able to participate in area businesses. Job services staff will take crews of three to client homes to get the dogs to walk and/or poop scoop; individuals will be supervised in these positions to ensure the safety of the individuals and the animals. All individuals will receive training and certification prior to engaging in these activities.
All participants are required to apply for services through the Division for Vocational Rehabilitation. Supported employment does not take the place of nor is it duplicative of services received through the Division for Vocational Rehabilitation. Documentation is maintained in the file of each participant receiving this service that the service is not available under a program funded under section 110 of the Rehabilitation Act of 1973 or the Individuals with Disabilities Education Act (20 USC 1401 et seq.).
",Adams
